Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Mexico,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,953",0,0,0,0,0,"3,735","8,144","4,363",553,48,"1,655",752,818,"1,075",882,925,960,922,936,940,933,936,936,935,936,936,935,936,936,935,936,935,935,936
Mexico,Finland,Reels,200,200,200,201,199,201,201,194,209,201,170,257,177,77,516,0,620,"1,287",316,926,431,"1,068","1,337","5,513","12,814","6,421",122.4,"6,452","4,332","3,636","4,807","4,258","4,233","4,433","4,308","4,325","4,355","4,329","4,336","4,340","4,335","4,337","4,338","4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337"
Mexico,Belgium,Cut Size,336,336,337,337,336,337,337,335,339,337,330,350,330,308,412,401,662,665,60,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Belgium,Reels,65,66,65,66,66,65,67,65,61,74,61,49,112,21,15,0,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Austria ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,United Kingdom,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Sweden,Cut Size,47,47,47,47,47,46,47,47,45,48,50,37,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Sweden,Reels,14,14,14,13,14,14,13,14,14,11,18,14,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Spain ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Portugal,Cut Size,37,37,37,37,36,38,37,35,43,32,29,67,0,20,182,0,0,0,0,40,240,95,165,119,38,98,276,137,170,195,167,177,180,175,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
Nicaragua,Portugal,Folio,55,55,55,56,55,55,57,54,55,61,45,60,76,0,104,0,0,0,0,59,75,414,335,126,19,138,0,52,63,39,51,51,47,50,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Nicaragua,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Netherlands,Folio,35,34,34,35,34,34,35,34,34,38,28,36,49,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Italy,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nicaragua,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,Belgium,Cut Size,6,6,6,6,7,7,6,7,7,5,9,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,United Kingdom,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,United Kingdom,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,United Kingdom,Reels,51,51,51,51,51,51,50,52,50,49,58,43,46,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Switzerland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Sweden,Cut Size,112,112,112,112,112,113,110,115,115,100,129,115,57,215,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Sweden,Folio,77,77,77,76,77,77,75,79,77,70,89,72,50,145,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Sweden,Reels,22,22,22,21,22,22,21,23,22,17,29,22,0,65,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Spain ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Spain ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,63,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Spain ,Reels,74,74,74,74,74,73,75,74,71,81,69,63,110,36,44,55,0,15,0,97,147,164,426,307,391,728,350.4,490,523,454,489,489,477,485,484,482,484,483,483,483,483,483,483,483,483,483,483,483,483,483,483
Panama,Portugal,Cut Size,31,31,31,31,30,32,31,28,37,27,21,62,0,0,185,0,0,0,0,0,0,175,240,229,271,996,1464,910,"1,123","1,166","1,067","1,119","1,117","1,101","1,112","1,110","1,108","1,110","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109","1,109"
Panama,Portugal,Folio,48,48,48,48,48,49,48,47,52,45,44,67,23,40,138,0,0,0,0,0,0,308,315,323,231,165,0,132,99,77,103,93,91,95,93,93,94,93,93,94,93,93,94,93,94,94,93,94,94,93,94
Panama,Portugal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,962,112,886,"1,038",515,"2,512",0,"1,009","1,174",728,970,957,885,937,926,916,927,923,922,924,923,923,923,923,923,923,923,923,923,923,923
Panama,Norway,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Norway,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Netherlands,Folio,61,61,61,62,61,61,62,60,60,67,54,60,86,15,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Netherlands,Reels,129,129,128,129,129,127,132,128,121,146,116,99,224,25,50,51,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2.4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Panama,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,France ,Reels,8,8,8,8,8,8,7,8,8,6,10,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Finland,Cut Size,13,13,13,13,13,13,12,14,13,10,17,13,0,39,0,0,92,46,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Finland,Reels,9,9,9,9,8,9,9,8,10,8,6,17,0,0,52,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Belgium,Cut Size,27,27,27,27,28,27,27,28,27,26,31,24,24,47,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Belgium,Folio,13,13,12,13,13,12,13,12,11,15,11,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Belgium,Reels,49,49,49,49,49,49,49,49,49,49,49,49,50,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,United Kingdom,Cut Size,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,8,0,0,2,0,0,0,0,0,18,7.2,8,11,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Peru,United Kingdom,Folio,3,3,3,3,3,3,3,3,3,2,3,4,0,6,5,5,2,2,0,6,0,9,5,5,10,6,0,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Peru,United Kingdom,Reels,7,7,7,7,7,6,7,7,6,8,6,4,13,0,0,0,0,4,3,3,12,0,0,0,24,0,38.4,21,20,26,22,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Peru,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Switzerland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Sweden,Cut Size,323,322,324,323,318,329,322,304,363,298,249,541,105,102,"1,417",463,0,0,21,0,0,"1,457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Sweden,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Sweden,Reels,421,419,422,421,412,434,419,384,498,374,280,841,0,0,"2,522","2,618",265,61,284,424,0,"1,800",0,0,"1,444","2,131",5032.8,"2,869","3,344","3,749","3,321","3,471","3,514","3,435","3,473","3,474","3,461","3,469","3,468","3,466","3,468","3,467","3,467","3,468","3,467","3,467","3,467","3,467","3,467","3,467","3,467"
Peru,Spain ,Cut Size,2,2,2,2,2,2,2,2,2,2,2,3,2,0,7,4,14,36,17,0,2,1,0,3,0,25,0,8,11,6,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Peru,Spain ,Folio,5,5,5,5,5,5,5,5,6,5,3,10,0,0,31,0,31,0,0,228,0,0,0,0,1,22,0,8,10,6,8,8,7,8,8,7,8,8,7,8,7,7,8,7,7,8,7,7,8,7,8
Peru,Spain ,Reels,335,334,335,335,332,337,338,322,351,341,273,438,313,69,931,0,0,3,"1,315",0,0,0,0,12,50,50,0,33,28,20,27,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Peru,Portugal,Cut Size,509,507,510,509,500,521,506,473,585,460,375,919,86,121,"2,551",0,0,0,0,0,47,"1,526","3,279","3,927","3,815","9,669",7512,"6,999","8,060","7,524","7,527","7,704","7,585","7,605","7,631","7,607","7,615","7,618","7,613","7,615","7,615","7,614","7,615","7,615","7,615","7,615","7,615","7,615","7,615","7,615","7,615"
Peru,Portugal,Folio,635,634,636,635,631,643,632,617,680,599,573,867,357,496,"1,746",0,0,0,0,0,74,"2,010","2,668","2,706","1,011",531,638.4,727,632,666,675,658,666,666,663,665,665,664,665,665,665,665,665,665,665,665,665,665,665,665,665
Peru,Portugal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,"2,394","6,650","7,758",3499.2,"5,969","5,742","5,070","5,594","5,469","5,378","5,480","5,442","5,433","5,452","5,442","5,442","5,445","5,443","5,444","5,444","5,444","5,444","5,444","5,444","5,444","5,444","5,444","5,444"
Peru,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Netherlands,Folio,4,4,4,4,4,4,4,4,5,3,5,6,0,8,9,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,129,0,11,77,"3,018",98,797,874,803,62.4,580,482,375,479,445,433,452,443,443,446,444,444,445,444,445,445,445,445,445,445,445,445,445,445
Peru,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,44,0,0,30,0,0,10,3,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Peru,Italy,Folio,4,4,4,4,4,4,4,4,4,4,3,6,4,0,12,29,16,32,80,92,106,50,102,176,87,99,64.8,84,82,77,81,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Peru,Italy,Reels,2,2,2,2,2,2,2,2,2,2,3,2,0,7,0,21,40,77,65,44,118,48,64,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,59,16,11,12,18,33,369,252,495,43.2,263,267,191,241,233,222,232,229,227,229,229,228,229,229,229,229,229,229,229,229,229,229,229,229
Peru,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,505,"1,560",111,2,314,26,"1,631",624,144,0,57.6,67,42,55,55,51,54,53,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Peru,France ,Cut Size,73,73,73,73,74,74,73,74,74,71,78,72,63,101,52,73,66,0,0,4,0,0,0,10,51,20,81.6,51,51,61,54,55,57,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Peru,France ,Folio,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,46,50,77,26,65,90,66,90,0,52,47,33,44,42,40,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Peru,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,641,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Finland,Reels,"4,367","4,368","4,359","4,374","4,370","4,333","4,418","4,358","4,224","4,673","4,177","3,821","6,021","2,690","2,750","3,161","8,008","9,421","4,734","3,354","4,508","3,956","4,890","9,080","9,209","13,385",1080,"7,891","7,452","5,474","6,939","6,622","6,345","6,636","6,534","6,505","6,558","6,532","6,532","6,541","6,535","6,536","6,537","6,536","6,536","6,537","6,536","6,537","6,537","6,536","6,537"
Peru,Denmark,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,29,11,29,16,53,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Belgium,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,41,0,0,0,25,0,8,11,6,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Uruguay,United Kingdom,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Switzerland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Switzerland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Sweden,Cut Size,4,4,4,4,4,4,4,4,3,4,3,2,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Sweden,Folio,1,1,1,1,1,1,1,1,1,1,1,2,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Spain ,Cut Size,17,17,17,17,17,17,17,17,17,17,17,16,19,16,12,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Spain ,Folio,6,6,6,6,6,6,6,6,6,5,6,8,0,9,15,13,4,25,1,76,3,0,52,0,0,4,7.2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Uruguay,Spain ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Portugal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,602,877,688,498,228,471,399,366,412,392,390,398,394,394,395,394,395,395,395,395,395,395,395,395,395,395,395,395,395
Uruguay,Portugal,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,24,49,60,115.2,75,83,91,83,86,87,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
Uruguay,Portugal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,73,0,0,0,26,122.4,49,66,79,65,70,71,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
Uruguay,Netherlands,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Netherlands,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Netherlands,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,162,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Italy,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,4,6,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Uruguay,Italy,Reels,3,3,3,3,3,3,3,3,3,4,3,2,6,0,0,0,23,5,10,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Germany ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Germany ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,76,234,255,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Germany ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,France ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,16,0,0,5,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Uruguay,France ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,France ,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Finland,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Finland,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,104,70,21,24,47,78,0,0,26,9,12,15,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
Uruguay,Belgium,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Belgium,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,Austria ,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,17,33,32,44,42,96,70,0,55,42,32,43,39,38,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Uruguay,Austria ,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,United Kingdom,Cut Size,99,99,99,100,100,97,102,99,91,118,88,66,199,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,United Kingdom,Folio,46,46,46,45,46,46,44,46,49,37,53,56,0,103,66,337,126,164,0,50,147,257,139,538,306,26,0,111,46,52,69,56,59,61,59,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,60
Venezuela,United Kingdom,Reels,68,68,68,68,68,67,70,68,62,80,60,45,136,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,Switzerland,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
